,Title,Link,Date,Content
116,Firefighter killed fighting blaze sparked by gender reveal,https://www.nbcnews.com/nightly-news/video/firefighter-killed-fighting-blaze-sparked-by-gender-reveal-92093509748,,
117,Firefighter dies battling California wildfire sparked by gender-reveal party,https://www.nbcnews.com/news/us-news/firefighter-dies-battling-california-wildfire-sparked-gender-reveal-party-n1240452,Fri Sep 18 2020 20:49:00 GMT+0000 (UTC)," A firefighter died battling the California wildfire that was sparked by pyrotechnics at a gender-reveal party and could lead to criminal charges, authorities said Friday. The firefighter, whose name is being withheld, died Thursday while on the El Dorado Fire in San Bernardino County in Southern California, the San Bernardino National Forest said. The firefighter was with the U.S. Forest Service, according to the California Department of Fire and Forest Protection, called Cal Fire. ""California owes so much to the firefighters that put their lives on the line to keep us safe,"" California Gov. Gavin Newsom said in a statement about the lost firefighter. ""This death is a stark reminder of that heroism. Our hearts are with this firefighter’s family, loved ones, and fellow firefighters during this tragic time."" Prosecutors meanwhile said that they are meeting with fire authorities about the ongoing investigation into the blaze, which indicates the potential for criminal charges. ""Our office has been meeting with fire authorities regarding the #ElDoradoFire,"" the San Bernardino County District Attorney's Office tweeted Friday. ""We will be sending a team to the #ElDoradoFire command post today to learn more about the progress of the investigation and the firefighter who gave his life."" As of now, over 18,500 firefighters are battling the more than two dozen deadly wildfires across California. More than 3.4 million acres in California have burned since the beginning of the year, and thousands of structures and homes have been destroyed. The total number of fatalities in California is 23 civilians and 3 firefighters. The El Dorado Fire was sparked on Sept. 5 by a smoke-generating pyrotechnic device used during a gender-reveal party at El Dorado Ranch Park in Yucaipa, about 72 miles east of Los Angeles, the California Department of Forestry and Fire Prevention said in a Sept. 6 statement. Our office has been meeting with fire authorities regarding the #ElDoradoFire. We will be sending a team to the #ElDoradoFire command post today to learn more about the progress of the investigation and the firefighter who gave his life fighting this fire. The blaze has charred over 21,000 acres and was 66 percent contained midday Friday, according to the U.S. Forest Service. “Our deepest sympathies are with the family, friends and fellow firefighters during this time,"" the San Bernardino National Forest tweeted on Friday. Wildfires continued to rage across the West on Friday, though officials in Washington state gave thanks for cooler temperatures and some rainfall which they hope will slow flames. “It is great to see rain behind us,"" state Commissioner of Public Lands Hilary Franz told reporters in Amboy, Washington, not far from lines of the Big Hollow Fire. ""Everyday I pray for rain all year long because we need more of it."" The past 12 days, we’ve seen how tinder-dry our forests and grasslands are in every corner of our state. The #BigHollowFire is a clear reminder that #wildfire is not an east or west issue — it’s a Washington issue.📸 Jeff Bortner, DNR Pacific Cascade Fire District Manager pic.twitter.com/CtGpIQ187l By midday on Friday, more than 24,000 acres had been burned in the Big Hollow Fire, which was just 15-percent contained, federal authorities said. Several massive wildfires — the Holiday Farm, Beachie Creek, Archie Creek and Lionshead Fires — were still burning in Oregon with no end in sight on Friday. Even in places where flames had seemingly come and gone, firefighters were still dousing grounds that were covered in leaves and pine needles. ""They create a combustible layer. The fire can run underneath that and threatened a house and that’s happened to us a number of times,"" Eugene Springfield Fire Battalion Chief Wayne Morris as his crews worked on hotspots left by the Holiday Farm Fire. ""And so it’s very important for our firefighters to get a good look around each one of the standing structures and clean it up and really wet it down to make sure it's cold."" This is a developing story, please check back for updates. Chloe Atkins reports for NBC News digital. Andrew Blankstein is an investigative reporter for NBC News. He covers the Western United States, specializing in crime, courts and homeland security.  David K. Li is a breaking news reporter for NBC News."
118,Yosemite National Park closes as wildfires scorch West Coast,https://www.nbcnews.com/news/us-news/yosemite-national-park-closes-wildfires-scorch-west-coast-n1240399,Fri Sep 18 2020 02:05:00 GMT+0000 (UTC)," One of America's most popular national parks, Yosemite, was closed Thursday as wildfires continued to scorch the West Coast, filling the air with toxic smoke and prompting evacuations in Southern California, officials said. The federal government-run air quality monitor, Airnow.gov, showed that pollutant levels in the park were so high that they exceeded the site's index. Dangerous air quality is expected in the park, which is spread across nearly 1,200 square miles in the Sierra Nevadas, for the next several days, the National Park Service said. It isn't clear when Yosemite will reopen. Two wildfires were burning in or near the park, including the massive Creek Fire to the south. The 244,756-acre blaze ignited this month, trapping dozens of people at a campground in Sierra National Forest and destroying hundreds of homes and other buildings. The fire was 18 percent contained Thursday. To the south, the Bobcat Fire continued to burn across thousands of acres of national forestland in the San Gabriel Mountains, just north of Los Angeles. While firefighters have so far kept it from damaging a historic observatory in Angeles National Forest, the fire roared overnight toward Juniper Hills, an unincorporated community of about 400 homes in the San Gabriel foothills. The Los Angeles County Sheriff's Department issued evacuation orders for Juniper Hills and other nearby communities Thursday afternoon. Aeronautical engineer David Borden, president of the Juniper Hills Community Association, said he saw flames a couple of miles from his home early Thursday while he was preparing to go to work in the nearby city of Palmdale. So Borden, 62, loaded his birth certificate, musical instruments, family pictures and other personal items into his car before leaving. While speaking to a reporter Thursday afternoon, he was returning to Juniper Hills to see whether his home was still there. He said he wasn't sure how far he'd get or where he'd stay if he couldn't get home. ""After a certain point, what can you do?"" he said. ""It's like complaining that it's raining outside. You might as well deal with it."" A record 3.4 million acres have burned in California this year, a staggering number that officials and experts have attributed to climate change and a buildup of dried vegetation. Twenty-five people have died in the state, and 5,400 structures have burned. In Oregon, where fast-moving wildfires have scorched more than 1 million acres, destroyed more than 1,000 homes and killed eight people, Travis Cook's mother and his brother died while waiting to evacuate from her home in the Elkhorn Valley, east of Salem, he told NBC affiliate KGW of Portland. When Travis Cook spoke to his mother, Cathy Cook, 71, last week, she said she and Travis' brother, Justin Cook, 41, had packed their bags and were awaiting the order to leave, KGW reported. But Travis Cook said the order appears to have come too late — a search-and-rescue team found their bodies near her home in a neighborhood devastated by the Beachie Creek Fire. ""It feels like a nightmare,"" he told KGW. ""I still cannot believe — I wake up in the mornings and it's just, like, is this really happening?"" Download the NBC News app for breaking news Speaking to reporters Thursday, Gov. Kate Brown called the devastation from the blaze, which was at 191,238 acres with 20 percent containment, ""all-encompassing and shocking."" Still, she said, the forecast had good news: Rain is expected on the coast, as well as on both slopes of the Cascade Mountains, which span the state, beginning Thursday night. Another official, Andrew Phelps, director of the Oregon Office of Emergency Management, said the rain could cause flooding in the areas that have burned, however. The National Weather Service had issued flash flood watches across the state, he said, ""so please be cognizant of that."" Tim Stelloh is a breaking news reporter for NBC News Digital."
119,'This is all that's left of my house': Oregon firefighter finds home destroyed by wildfires,https://www.nbcnews.com/video/-this-is-all-that-s-left-of-my-house-oregon-firefighter-finds-home-destroyed-by-wildfires-91975237627,,
120,'Heroes don't wear capes': Firefighters save historic California observatory from blaze,https://www.nbcnews.com/news/us-news/knocking-our-door-wildfire-closing-historic-california-observatory-n1240177,Thu Sep 17 2020 13:42:00 GMT+0000 (UTC)," Firefighters in Southern California saved the historic Mt. Wilson Observatory from a giant wildfire burning north of Los Angeles, officials said Wednesday. In a news release, fire officials said that flames at the south end of the roughly 44,000-acre Bobcat Fire had calmed overnight, allowing crews to strengthen containment lines and prevent the blaze from damaging the 116-year-old observatory. On Tuesday, officials with the U.S. Forest Service said the blaze had been within 500 feet of the facility. “While there is still much work to be done in southwest and in the northern sections of the fire, your firefighters did incredible work around Mt. Wilson today,” forest officials tweeted late Tuesday. The observatory sits on a 5,700-foot peak in the Angeles National Forest, a 700,000-acre protected area in the San Gabriel Mountains. The forest is 25 miles north of downtown Los Angeles. The fire, which ignited Sept. 6, was only 3 percent contained on Wednesday. Heroes don’t wear capes. They wear personal protection equipment (PPE). Firefighters from @MonroviaCA posing in front of the 60-inch telescope. Thank you for all you do!! #BobcatFire pic.twitter.com/IIEYhZoIHU “Heroes don’t wear capes,” the observatory tweeted Wednesday. ""They wear personal protection equipment."" The tweet included a photo of a firefighting crew from Monrovia, a city just south the forest, in front of its 60-inch telescope. Built in 1908, it was the largest operational telescope in the world until a 100-inch instrument was completed at Mt. Wilson nine years later. The observatory went on to become a seminal site in modern astronomy, the place where Edwin Hubble showed in 1925 that the Milky Way is one of many galaxies. Four years later, Hubble was at Mount Wilson when he confirmed that the universe is still expanding. The Bobcat Fire is one of 25 major fires in California. A record 3.3 million acres have burned in California this year, and thousands of buildings have been destroyed. Twenty-five people have died, according to the California Department of Forestry and Fire Protection. In Butte County, where the Camp Fire killed 85 people two years ago in the state's deadliest wildfire on record — and where 15 have died since a powerful off-shore wind event intensified the North Complex Fire last week — officials reported some progress Tuesday and said that no new humans were found. But the communities of Feather Falls, Berry Creek and Brush Creek suffered ""substantial"" damage, and hundreds of homes have been destroyed, the officials said. Ron Bravo, the deputy operations section chief working the fire response, said firefighters have been working hard on containment lines to keep the fire from spreading to the town of Paradise, which was devastated by the Camp Fire, and other nearby communities. ""We're very confident that we're going to be able to have our lines in place and not have to worry about Paradise or Concow anywhere within the next seven days,"" he said. The North Complex West Zone was at more than 77,300 acres and was 29 percent contained; the overall North Complex has burned more than 273,000 acres and was 34 percent contained. A cold front expected for later this week will bring cooler temperatures, National Weather Service incident meteorologist Dan Borsum said. Download the NBC News app for breaking news and alerts State officials and experts have blamed climate change and a build up of dried-out vegetation for the dozens of fires that have scorched the state. Massive blazes have also raced across the Pacific Northwest, destroying towns and killing 10 people in Oregon and Washington. Meteorologists said Tuesday that a haze settling over a wide swath of the East Coast was smoke that had made its way east from the fires. Tim Stelloh is a breaking news reporter for NBC News Digital. Phil Helsel is a reporter for NBC News."
121,"Man, woman who died in California fires didn't evacuate because of 'erroneous information'",https://www.nbcnews.com/news/us-news/man-woman-who-died-california-fires-were-ready-flee-stayed-n1240200,Thu Sep 17 2020 02:24:00 GMT+0000 (UTC)," A 68-year-old man and a 77-year-old woman who were found dead near their home in fire-ravaged Northern California had been packed to evacuate but decided to stay based on ""erroneous information"" about the blaze, authorities said. A volunteer firefighter in Oregon who used a bullhorn to alert neighbors to approaching flames later found his own home destroyed. And in some areas of Oregon, California and Washington, residents and officials are getting a truer sense of the vast destruction caused by wildfires that have scorched an area about the size of New Jersey. In Oregon, 1 million acres have burned and 1,145 homes and 579 other structures have been destroyed, according to the Oregon Office of Emergency Management. Eight people have died. Blazes in Washington have charred more than 800,000 acres and destroyed 418 structures, including 195 homes. One person was confirmed dead, a number that is ""not expected to change,"" said Thomas Kyle-Milward, a spokesperson for the Washington Department of Natural Resources. In California, authorities have confirmed the deaths of least 25 people from fires that have scorched over 3.3 million acres and destroyed over 4,200 structures. More than 17,000 firefighters were battling 25 major wildfires or clusters of fires called complexes, as well as two ""extended attack wildfires,"" the California Department of Forestry and Fire Protection, known as Cal Fire, said Wednesday. In Butte County, north of Sacramento, Philip Rubel, 68, and Millicent Catarancuic, 77, were ready to flee their home but changed their minds, county Sheriff Kory Honea said at a news conference Tuesday. ""They had packed their belongings in preparation to evacuate but later decided not to evacuate based on erroneous information that the fire was 51 percent contained,"" Honea said. They were later found dead. The pair may have gotten the 51 percent containment figure from an update that came before the blaze intensified, The Sacramento Bee reported. Another female relative who lived at the property, Susan Zurz, 76, was missing, Zygy Roe-Zurz, her son, told the Los Angeles Times. Rubel and Catarancuic were his uncle and aunt, Roe-Zurz said. ""I guess they felt that if there was a change in circumstances they would be able to get out, and that proved to be a fatal error,"" he said. The identification of Catarancuic and Rubel's remains was announced Tuesday. Honea did not immediately respond to a request for comment about the status of the search for Susan Zurz. Butte County includes Paradise, a town that was destroyed in the 2018 Camp Fire, one of the deadliest fires on record in the state, which killed 85 people. Firefighters in Southern California said they have successfully defended Mount Wilson Observatory — a famous astronomical complex perched on a mile-high ridge in the San Gabriel Mountains — according to tweets posted by Angeles National Forest. ""Assisted by the outstanding defensible space of Mt. Wilson Observatory, firefighters installed hand and dozer line - strategically fired, and dropped water creating a strong protection point for Mt. Wilson,"" @Angeles_NF wrote. Assisted by the outstanding defensible space of Mt. Wilson Observatory, firefighters installed hand and dozer line - strategically fired, and dropped water creating a strong protection point for Mt. Wilson. Despite the progress defending the observatory, the blaze called the Bobcat Fire was only 3 percent contained after having burned over 44,000 acres, according to Angeles National Forest. In southern Oregon, where wildfires swept the lakeside town of Detroit this week, volunteer firefighter Don Tesdal recalled using a bullhorn to alert his neighbors to the approaching flames. ""The wind was a big part of what caused those fires to do what they did,"" Tesdal said in an interview with NBC affiliate KGW of Portland. The station reported Tuesday that Detroit was ""largely destroyed"" and showed images of smoke-yellowed skies and the skeletal remains of blackened evergreens. Tesdal said he posted a video of himself returning to his destroyed home — which he had unsuccessfully tried to save late Monday by draping it with hoses and sprinklers before evacuating — because he wanted people to know that ""if you're going back to see the beauty of Detroit, you're not going to find it in the landscape right now."" ""You need to think about what it is about living in Detroit that really meant a lot to you other than that tree in your yard ... because that tree is gone,"" Tesdal said. Oregon has been granted a major disaster declaration after the governor made the request to President Donald Trump, the state office of emergency management said Wednesday. Gov. Kate Brown said in a statement that ""Oregon is resilient, but to fight fires on this scale, we need all the help we can get,"" Gov. Kate Brown said in a statement. Smoke has clogged the skies of Western states and is visible thousands of miles away on the East Coast, including at the National Mall in Washington, D.C. California Gov. Gavin Newsom on Wednesday called the wildfires ""an unprecedented emergency"" and addressed the issue of warming temperatures, saying that since the 1980, the average temperature in the state between June and September rose from around 71 to about 74 degrees. ""While that may not seem significant, three degrees, it is profoundly impactful,"" Newsom said. He said the state is working with the U.S. Forest Service to more than double the annual acreage of prescribed burns and other forest thinning practices, but that the issue of rising temperatures and climate change is a fundamental fact that cannot be denied. ""There are no Democratic thermometers and no Republican thermometers,"" Newsom said. ""There's fact, and there's reality as well as observed evidence. It's not a belief system, it's an acknowledgment. The facts are the facts."""
122,New images show scope of Western wildfire devastation,https://www.nbcnews.com/nightly-news/video/new-images-show-scope-of-western-wildfire-devastation-91933253578,,
123,California family loses two homes in wildfires: ‘It doesn’t seem real’,https://www.nbcnews.com/now/video/california-family-loses-two-homes-in-wildfires-it-doesn-t-seem-real-91823173575,,
124,Drone video shows wildfire-scorched Oregon neighborhood,https://www.nbcnews.com/news/us-news/drone-footage-shows-wildfire-scorched-oregon-neighborhood-n1240130,Tue Sep 15 2020 18:17:00 GMT+0000 (UTC)," When wildfires swept alongside Interstate 5 near Medford, Oregon, last week, the towns of Talent and Phoenix were nearly totally destroyed. They're eerily still in drone video shot on Sept. 14, a week after the flames swept through. The video shows flattened, charred homes, splinters of blackened trees and red fire retardant splashed over the wreckage. Across the span of several parking spaces, some homes stand spared of the wildfire's flames, while other lots are flattened. As of Tuesday morning, the Almeda Fire, which caused the destruction visible in the drone video, was 100 percent contained, according to a Jackson County Emergency Management information page. Three people were killed, over 42,000 civilians were affected, and two firefighters were injured. Incident control was turned over to local fire authorities Tuesday morning. The wildfire burned 3,200 acres and damaged or destroyed about 600 homes and 100 commercial structures, according to the emergency agency. The cause is still under investigation."
125,"Satellite images show Western fires producing massive clouds of smoke, pollutants",https://www.nbcnews.com/news/weather/satellite-images-show-western-fires-producing-massive-clouds-smoke-pollutants-n1240137,Tue Sep 15 2020 18:15:00 GMT+0000 (UTC)," Satellite images taken of the historic wildfires in the West show the shocking amount of smoke and other pollutants affecting areas beyond where the fires are furiously burning. At least 36 deaths have been linked to the fires in California, Oregon and Washington state. Nearly three dozen fires were active in Oregon on Monday night, according to state data. About 1 million acres have already burned, double the average of around 500,000 during an entire wildfire season, the Oregon Congressional delegation said. In California, the largest blaze in modern state history, the massive August Complex Fire, had burned more than 755,600 acres in Northern California and was only 30 percent contained as of Monday. That fire was started by lightning last month. Maxar Technologies released on Tuesday satellite images collected at a steep angle of the clouds billowing off the roaring fire. Last week, another satellite image taken by NASA showed the smoke streaming from the fires in Oregon and California. NASA said the smoke was so thick, it could be seen from 1 million miles away. On Monday, the National Weather Service said the smoke was spreading as far as the East Coast, affecting even New York City skies. NASA is also capturing a high aerosol index over the U.S. as a result of the fires. The red in these images from Sunday show the highest aerosol levels, which can impact health conditions. Carbon monoxide levels are also increasing as a result of the fires, according to NASA imagery taken between Sept. 6 and Sept. 14. ""Released by the fires along with smoke and ash, carbon monoxide is a pollutant that can persist in the atmosphere for about a month and can be transported great distances,"" according to NASA. ""At the high altitude mapped in these images, the gas has little effect on the air we breathe; however, strong winds can carry it downwards to where it can significantly impact air quality. Carbon monoxide plays a role in both air pollution and climate change."" The carbon monoxide plume, blown by the jet stream, has also reached the East Coast and Atlantic Ocean. Elisha Fieldstadt is a breaking news reporter for NBC News."
126,Interactive map: Compare the size of the Western wildfires to your city,https://www.nbcnews.com/news/us-news/map-compare-west-coast-wildfires-2020-n1240011,Tue Sep 15 2020 14:32:21 GMT+0000 (UTC)," The wildfires across California, Oregon, Washington and other Western states have killed dozens, destroyed thousands of buildings and left a thick layer of smoke across the West Coast and beyond. Thousands of firefighters have been called to respond, according to the National Interagency Fire Center, to fight what Washington Gov. Jay Inslee has called “climate fires.” This season, the wildfires have burned more than 7,000 square miles, equivalent to the land area of New Jersey. The Beachie Creek Fire in Oregon and the August Complex Fire in California are among the largest fires in each state, burning a combined 1,000-plus square miles. Compare the size of these and other active fires in the Western U.S. to where you live. Read the latest on the West Coast wildfires. CORRECTION (Sept. 15, 2020, 10:32 a.m. ET): A previous version of this article misstated the location of the Creek Fire. It's in California, not Oregon. Joe Murphy is a data editor at NBC News Digital."
127,Smoke from deadly wildfires can be seen on other side of country,https://www.nbcnews.com/news/us-news/smoke-deadly-wildfires-west-can-be-seen-other-side-country-n1240098,Tue Sep 15 2020 03:12:00 GMT+0000 (UTC)," Deadly and historic wildfires in the West are sending smoke as far away as the East Coast, officials said. The smoke was creating a hazy appearance in skies over part of Virginia, the National Weather Service said. It was also affecting New York City's skies. At least 36 deaths have been linked to the fires in California, Oregon and Washington state. In Oregon, 10 people have died and thousands have been displaced. ""Without question, our state has been pushed to its limits,"" Oregon Gov. Kate Brown said at a news briefing Monday. Nearly three dozen fires were active Monday night, according to state data. Around 1 million acres had burned, and more than 1,100 residences have been confirmed destroyed, according to the state emergency management department. Twenty-two people were being called missing persons, according to the emergency management department.Washington state has seen one death, and 25 are dead in California. In California, where more than 16,500 firefighters are battling 28 major wildfires, the death toll grew by one Monday after officials in Butte County discovered the remains of someone believed killed by the blaze, Sheriff Kory L. Honea said. The state's deadliest fire, the North Complex in the Sierra Nevada Mountains region north of Sacramento, has now claimed at least 15 lives. The inferno, driven by high winds, moved into Butte County and caused major damage to the communities of Berry Creek, Feather Falls, Brush Creek and others, Cal Fire has said. Download the NBC News app for breaking news More than 3.2 million acres — an area larger than Connecticut — have burned in California since the beginning of the year, and more than 4,200 homes or other structures have been destroyed, according to the California Department of Forestry and Fire Protection, known as Cal Fire. After some help from the weather, so-called ""red flag"" conditions returned Monday to the northeastern part of the state, the agency said. The largest fire in modern California history, the massive August Complex which as of Monday afternoon had burned more than 755,600 acres in Northern California, was 30 percent contained. That fire was started by lightning last month. President Donald Trump visited California on Monday, as Gov. Gavin Newsom and other officials raised the issue of climate change for playing a role in the fires. Trump interjected at one point and said, ""It will start getting cooler."" After California Department of Natural Resources Secretary Wade Crowfoot said he wished the science agreed, Trump replied: ""I don't think science knows, actually."" Former Vice President Joe Biden on Monday called Trump a "" climate arsonist"" and called for action. Climate change ""requires action, not denial,"" he said. ""It requires leadership, not scapegoating."" Oregon's governor asked the president to issue a major disaster declaration. He previously issued an emergency declaration for the state, which frees up federal aid. The state's Congressional delegation urged that the major disaster declaration be approved, writing in a letter that the confirmed fire-related deaths are likely to increase, and that ""entire communities have been destroyed."" Cooler weather is forecast in Oregon for the end of the week, which ""will be a tremendous help,"" Brown said, but that ""the smoke blanketing the state is a constant reminder that this tragedy has not yet come to an end."" The Holiday Farm Fire, in Lane County east of Eugene, has burned more than 160,000 acres and destroyed homes, including those of Upper McKenzie Rural Fire Chief Christiana Rainbow Plews and a dozen volunteer firefighters. A fire station was also destroyed. Brown hailed the fire chief as heroic for immediately ordering a level three evacuation — which means people must leave immediately — which allowed residents to escape. ""She and her team remind us of why we love this state,"" Brown said. The more than 1 million acres that have burned in Oregon is double the average of around 500,000 during an entire wildfire season, the Oregon Congressional delegation said. The state is also facing its worst drought in more than 30 years, which has resulted in extremely dry forest conditions, they said. Phil Helsel is a reporter for NBC News."
128,Biden calls Trump a ‘climate arsonist’ as president surveys West Coast wildfire damage,https://www.nbcnews.com/nightly-news/video/biden-calls-trump-a-climate-arsonist-as-president-surveys-west-coast-wildfire-damage-91727941706,,
129,Search for missing underway as wildfires continue to ravage West Coast,https://www.nbcnews.com/nightly-news/video/search-for-missing-underway-as-wildfires-continue-to-ravage-west-coast-91727941666,,
130,"Oregon family tearfully describes watching house, business burn in wildfire",https://www.nbcnews.com/now/video/oregon-family-tearfully-describes-watching-house-business-burn-in-wildfire-91724869745,,
131,"Biden: Climate change ’not a partisan phenomenon, its science’",https://www.nbcnews.com/now/video/biden-climate-change-not-a-partisan-phenomenon-its-science-91703365881,,
132,Photos: Wildfires shroud West Coast in smoke,https://www.nbcnews.com/slideshow/photos-wildfires-shroud-west-coast-smoke-n1239987,Mon Sep 14 2020 14:34:00 GMT+0000 (UTC),
133,"One million acres burned, ‘it feels like Armageddon’ in Oregon",https://www.nbcnews.com/nightly-news/video/one-million-acres-burned-it-feels-like-armageddon-in-oregon-91651141690,,
134,"Oregon fire chief and crew lose homes, station as they battle Holiday Farm Fire",https://www.nbcnews.com/news/us-news/oregon-fire-chief-crew-lose-homes-station-they-battle-holiday-n1239984,Sun Sep 13 2020 20:45:00 GMT+0000 (UTC)," A rural fire chief and several of her volunteer firefighters in Oregon lost their homes and station house to the Holiday Farm Fire as they battled the blaze over the last few days. Upper McKenzie Rural Fire Chief Christiana Rainbow Plews is among thousands of first responders who have been combating the fires that have ravaged the West Coast for weeks. She got a call Monday night about a downed power line, and the resulting brush fire spread faster than anything she had ever seen. Within an hour or two of having left her home to respond, Plews said, she had issued a level 3 evacuation order — for residents to leave immediately — for the McKenzie River area in Lane County in western Oregon. Her family left their home about 20 miles downriver from the fire's origins, able to bring a few of the animals on their property. The next evening, a neighboring fire chief told Plews that crews had done everything they could but that her home was gone. ""I not only have my life to put back together, I also have a fire department to put back together,"" Plews said. ""And I honestly don't know how I'm going to do that."" Plews said she was awake for about 56 hours, with many of her crew members going even longer. The team battled the flames from Monday night until Thursday or Friday before returning Saturday, and the majority were given a 24-hour rest period by Sunday, Plews said. ""I am all up and down and inside out,"" Plews said Sunday. ""At this point in time, I'm tired, and it's really minute to minute. I'm really good one minute and hopeful, and then the next minute I just can't do it. I'm lost."" Career firefighters from the Eugene-Springfield area were able to offer mutual aid, Plews said, a blessing with so many of the state's resources drained by the dozens of fires in Oregon. The fight against the Holiday Farm Fire is still in its early days, and Plews expects the struggle to stretch for quite some time. Most of the area's residents have been displaced and are eager to return home, she said. Plews expects that people might be angry, but with active fires on both sides of the road and unstable timber all around, it's unclear when anyone will be able to return to see what's left of their lives. ""We cannot afford to have people go back to the homes that are there and then have to respond to that,"" Plews said. ""We literally don't have the people to respond to that."" The fire department's Blue River station is destroyed, its equipment is burned, and a number of the crew members have lost their homes and livelihoods in the past week. Almost all of them have been able to reunite with their loved ones in safe locations, although a few have stayed at the department's surviving station to keep fighting. Except for Plews, every firefighter on the team is a volunteer who adds the dangerous work to an already bustling life. Samantha Winningham, a lieutenant with the Upper McKenzie crew, is one of those volunteers. Winningham helps run her family's business, Meyer's General Store, in Blue River, where she has lived her entire life and where she and her husband are raising a 4-year-old daughter. Their home was just a block from her mother's in one direction. A few blocks in another direction, her aunt lived next to the store Now all those homes are gone, along with the garden she'd been working on in her spare time and the album she kept on the bottom of a bookshelf with her grandparents' photographs. ""Literally the whole town of Blue River is totally leveled, so three of our houses and our business, the fire station, the post office, the local clinic,"" Winningham said. ""And we're in a really small community, so a lot of our close family friends [lost their homes], too. It's all gone."" The family of about 16 are together in a hotel in Eugene, where nearly the entire town of Blue River is staying. Winningham's husband was pulling dinner out of the oven just as the calls came in about downed power lines Monday night. She left her home that night and hasn't been able to return since. She and the rest of the crew went door to door to evacuate families, dealing with heavy winds that sent embers that forced them to hide behind their equipment. All the while, there was barely any cell reception, making it difficult to even know how their loved ones were doing. Winningham said she left the fight Wednesday to reunite with her family after she realized she was no longer able to work effectively with the worry for her loved ones on her mind. ""I was fighting a battle that I wasn't winning. Everything was just getting worse, and I wasn't at home able to help my family be safe, either,"" she said. Download the NBC News app for breaking news and alerts In the days she has been able to spend with her family and almost everyone in their small town who has been displaced, Winningham said, she has been able to find some hope that Blue River will rebuild better than it was before. ""Everyone in our town made it out and alive and safe,"" she said. ""As helpless as we feel as a department, we might not have been able to save the structures, but we were able to save the people. So at least we have that."" At least two GoFundMes were created to raise money for the chief on Friday, collectively gathering more than $40,000 for Plews and the department. ""Rainbow made the call to raise the evacuation level early so that the citizens in her jurisdiction had time to get out safely,"" one of the fundraising organizers, Wren Arrington, said in the GoFundMe description. ""Rainbow is a full blown, grass roots, salt-of-the-earth hero."" Donations are also coming in for the displaced Lane County residents, people who need clothes and toiletries, Plews said. Although there have been some difficulties in getting everyone what they need in the turmoil of the last several days, Plews said, the community response has been overwhelming. ""I know these long-term events, and there's that period in the beginning where everyone is there for everyone else, piles of donations, and there's a lot of fear and uncertainty but also a lot of hope,"" Plews said. The Holiday Farm Fire, which was only 5 percent contained Sunday, had scorched 161,872 acres, according to the National Wildfire Coordinating Group's incident information system. Andrew Phelps, Oregon's emergency management director, said in an interview with MSNBC that the state was preparing for a ""mass fatality incident."" ""There are going to be a number of fatalities, folks who just couldn't get warning in time and evacuate their homes and get to safety,"" Phelps said Friday. At least 33 people have died in the dozens of fires along the West Coast, with dozens more missing and thousands of others displaced. Oregon's state data showed Sunday that 35 fires have devastated 902,620 acres. Doha Madani is a breaking news reporter for NBC News. Pronouns: she/her."
135,"California, Oregon and Washington fires create dangerous air throughout West",https://www.nbcnews.com/news/weather/california-oregon-washington-wildfires-create-dangerous-air-quality-throughout-west-n1239985,Sun Sep 13 2020 20:30:00 GMT+0000 (UTC)," Wildfires in California, Oregon and Washington have created hazardous air conditions throughout the Western United States as smoke from the devastating blazes stretches for thousands of miles. Air quality in Seattle; Portland, Oregon; San Francisco; and Los Angeles is some of the worst in the world. In the San Francisco Bay Area, stores have sold out of air purifiers as residents seek refuge from the blazes, which have burned since August. The fires have charred over 3.2 million acres and destroyed about 4,000 structures in California, killing at least 22 people. Gov. Gavin Newsom said the air quality in wildfire zones ""is equivalent to smoking 20 packs of cigarettes."" Sameh Tamimi, who works at a heating and air conditioning service in San Francisco, told NBC Bay Area that his company is getting more than 130 calls every day to replace air conditioning filters or add filtration systems. The most popular items at Ace Hardware stores are N95 masks and home air purifiers. As of Sunday morning, at least 10 people had died because of the fires in the Oregon, where smoke has turned the air toxic. In Portland, volunteers are distributing masks, especially as the Centers for Disease Control and Prevention says wildfire smoke can irritate the lungs and make people more susceptible to infections, including the coronavirus. Officials told residents in Washington to stay indoors, close windows and avoid strenuous exercise outdoors. The land that has burned in just the past week has already amounted to the state's second-worst fire season, after 2015, said Gov. Jay Inslee, who is calling the fires ""climate fires."" Longtime Las Vegas resident Frank Satterfield Jr., 30, an IT system analyst, said the smoke drifting into Nevada from the other states has been so bad that it has triggered his asthma. ""I actually had to use my inhaler for the first time in months,"" he said. Ben Kesslen is a reporter for NBC News. "
